ID,label
1258,2
1259,7
1260,0
1261,5
1262,1
1263,4
1264,3
1265,8
1266,0
1267,2
1268,8
1269,8
1270,4
1271,0
1272,7
1273,1
1274,5
1275,0
1276,3
1277,0
1278,7
1279,2
1280,6
1281,4
1282,4
1283,5
1284,6
1285,0
1286,1
1287,9
1288,7
1289,4
1290,9
1291,7
1292,8
1293,0
1294,4
1295,6
1296,7
1297,2
1298,9
1299,6
1300,1
1301,9
1302,3
1303,8
1304,4
1305,4
1306,7
1307,5
1308,5
1309,0
1310,2
1311,6
1312,3
1313,8
1314,5
1315,8
1316,6
1317,9
1318,5
1319,7
1320,7
1321,6
1322,2
1323,2
1324,9
1325,0
1326,1
1327,8
1328,0
1329,0
1330,3
1331,2
1332,7
1333,0
1334,5
1335,7
1336,3
1337,8
1338,4
1339,6
1340,3
1341,1
1342,9
1343,0
1344,5
1345,4
1346,1
1347,7
1348,0
1349,6
1350,8
1351,6
1352,1
1353,1
1354,2
1355,6
1356,6
1357,2
1358,8
1359,8
1360,2
1361,0
1362,1
1363,8
1364,0
1365,8
1366,2
1367,2
1368,6
1369,1
1370,5
1371,5
1372,7
1373,7
1374,2
1375,6
1376,4
1377,8
1378,2
1379,7
1380,0
1381,7
1382,3
1383,2
1384,4
1385,0
1386,2
1387,9
1388,8
1389,4
1390,1
1391,4
1392,4
1393,5
1394,8
1395,0
1396,8
1397,7
1398,2
1399,6
1400,5
1401,2
1402,0
1403,5
1404,1
1405,5
1406,0
1407,3
1408,5
1409,2
1410,2
1411,5
1412,7
1413,2
1414,1
1415,3
1416,3
1417,9
1418,8
1419,9
1420,7
1421,7
1422,7
1423,1
1424,1
1425,9
1426,0
1427,6
1428,1
1429,3
1430,9
1431,2
1432,5
1433,7
1434,0
1435,2
1436,3
1437,6
1438,5
1439,2
1440,6
1441,5
1442,7
1443,2
1444,0
1445,4
1446,7
1447,9
1448,3
1449,0
1450,4
1451,0
1452,4
1453,9
1454,9
1455,2
1456,4
1457,3
1458,9
1459,0
1460,2
1461,7
1462,0
1463,0
1464,2
1465,3
1466,2
1467,8
1468,4
1469,3
1470,8
1471,7
1472,3
1473,7
1474,4
1475,2
1476,1
1477,0
1478,3
1479,5
1480,7
1481,6
1482,8
1483,6
1484,8
1485,3
1486,2
1487,7
1488,0
1489,2
1490,7
1491,8
1492,0
1493,9
1494,6
1495,5
1496,2
1497,5
1498,2
1499,1
1500,8
1501,0
1502,2
1503,9
1504,2
1505,8
1506,3
1507,5
1508,8
1509,4
1510,3
1511,4
1512,4
1513,7
1514,4
1515,0
1516,4
1517,0
1518,2
1519,1
1520,3
1521,1
1522,3
1523,6
1524,2
1525,2
1526,7
1527,8
1528,1
1529,5
1530,7
1531,8
1532,1
1533,8
1534,4
1535,2
1536,2
1537,0
1538,4
1539,8
1540,8
1541,9
1542,1
1543,6
1544,4
1545,9
1546,8
1547,3
1548,4
1549,2
1550,1
1551,3
1552,5
1553,3
1554,7
1555,5
1556,6
1557,2
1558,1
1559,1
1560,5
1561,9
1562,3
1563,3
1564,1
1565,3
1566,4
1567,4
1568,3
1569,0
1570,9
1571,9
1572,4
1573,5
1574,8
1575,7
1576,6
1577,0
1578,6
1579,6
1580,8
1581,3
1582,6
1583,9
1584,5
1585,1
1586,5
1587,2
1588,9
1589,2
1590,5
1591,3
1592,9
1593,1
1594,3
1595,9
1596,9
1597,5
1598,8
1599,2
1600,6
1601,4
1602,8
1603,8
1604,1
1605,1
1606,4
1607,7
1608,4
1609,5
1610,7
1611,7
1612,8
1613,8
1614,7
1615,9
1616,4
1617,9
1618,8
1619,9
1620,4
1621,1
1622,6
1623,7
1624,1
1625,4
1626,0
1627,5
1628,2
1629,3
1630,8
1631,8
1632,5
1633,7
1634,4
1635,4
1636,2
1637,3
1638,7
1639,0
1640,9
1641,3
1642,3
1643,9
1644,9
1645,9
1646,5
1647,8
1648,9
1649,6
1650,1
1651,7
1652,7
1653,0
1654,1
1655,1
1656,8
1657,3
1658,8
1659,6
1660,7
1661,8
1662,9
1663,9
1664,6
1665,2
1666,1
1667,0
1668,4
1669,6
1670,3
1671,6
1672,9
1673,7
1674,9
1675,7
1676,0
1677,4
1678,8
1679,1
1680,6
1681,4
1682,7
1683,7
1684,8
1685,7
1686,7
1687,1
1688,7
1689,3
1690,9
1691,3
1692,7
1693,4
1694,0
1695,1
1696,7
1697,8
1698,4
1699,5
1700,3
1701,7
1702,8
1703,0
1704,7
1705,0
1706,7
1707,4
1708,3
1709,5
1710,9
1711,4
1712,2
1713,6
1714,3
1715,2
1716,6
1717,6
1718,4
1719,2
1720,0
1721,5
1722,3
1723,2
1724,8
1725,3
1726,4
1727,1
1728,5
1729,7
1730,8
1731,1
1732,3
1733,7
1734,0
1735,8
1736,6
1737,0
1738,3
1739,5
1740,7
1741,6
1742,1
1743,0
1744,5
1745,8
1746,6
1747,3
1748,0
1749,4
1750,0
1751,2
1752,7
1753,2
1754,1
1755,8
1756,5
1757,9
1758,7
1759,5
1760,3
1761,6
1762,4
1763,8
1764,6
1765,0
1766,2
1767,9
1768,6
1769,7
1770,9
1771,9
1772,4
1773,4
1774,8
1775,4
1776,5
1777,1
1778,6
1779,5
1780,3
1781,2
1782,5
1783,6
1784,2
1785,6
1786,7
1787,1
1788,2
1789,4
1790,7
1791,4
1792,0
1793,2
1794,7
1795,2
1796,3
1797,8
1798,2
1799,8
1800,9
1801,3
1802,7
1803,1
1804,8
1805,2
1806,9
1807,9
1808,2
1809,2
1810,9
1811,9
1812,1
1813,2
1814,6
1815,1
1816,1
1817,6
1818,4
1819,8
1820,0
1821,4
1822,3
1823,7
1824,4
1825,5
1826,8
1827,1
1828,3
1829,8
1830,0
1831,5
1832,5
1833,5
1834,6
1835,9
1836,5
1837,5
1838,4
1839,8
1840,9
1841,0
1842,7
1843,5
1844,0
1845,1
1846,0
1847,4
1848,7
1849,7
1850,8
1851,7
1852,8
1853,2
1854,4
1855,1
1856,8
1857,8
1858,0
1859,1
1860,9
1861,2
1862,4
1863,9
1864,2
1865,7
1866,2
1867,0
1868,9
1869,3
1870,4
1871,2
1872,0
1873,1
1874,7
1875,4
1876,4
1877,5
1878,8
1879,0
1880,9
1881,1
1882,2
1883,6
1884,1
1885,9
1886,7
1887,5
1888,9
1889,8
1890,3
1891,8
1892,3
1893,2
1894,1
1895,8
1896,3
1897,6
1898,4
1899,2
1900,3
1901,8
1902,2
1903,7
1904,5
1905,6
1906,0
1907,3
1908,1
1909,3
1910,9
1911,2
1912,0
1913,4
1914,0
1915,2
1916,9
1917,5
1918,1
1919,1
1920,6
1921,5
1922,2
1923,3
1924,3
1925,0
1926,1
1927,3
1928,3
1929,2
1930,5
1931,4
1932,5
1933,1
1934,5
1935,3
1936,3
1937,1
1938,5
1939,6
1940,6
1941,7
1942,7
1943,3
1944,3
1945,3
1946,5
1947,0
1948,8
1949,2
1950,5
1951,3
1952,0
1953,7
1954,1
1955,5
1956,2
1957,0
1958,3
1959,2
1960,3
1961,7
1962,6
1963,2
1964,3
1965,7
1966,2
1967,3
1968,2
1969,6
1970,0
1971,5
1972,8
1973,2
1974,0
1975,5
1976,6
1977,1
1978,3
1979,2
1980,6
1981,0
1982,1
1983,7
1984,9
1985,2
1986,0
1987,5
1988,7
1989,9
1990,5
1991,6
1992,3
1993,4
1994,8
1995,6
1996,5
1997,9
1998,5
1999,0
2000,7
2001,1
2002,7
2003,9
2004,6
2005,7
2006,5
2007,6
2008,5
2009,5
2010,1
2011,1
2012,5
2013,6
2014,0
2015,2
2016,6
2017,1
2018,5
2019,3
2020,4
2021,9
2022,4
2023,2
2024,8
2025,3
2026,5
2027,8
2028,8
2029,9
2030,2
2031,2
2032,3
2033,8
2034,2
2035,0
2036,4
2037,0
2038,4
2039,7
2040,4
2041,9
2042,8
2043,8
2044,7
2045,3
2046,1
2047,1
2048,3
2049,2
2050,1
2051,9
2052,9
2053,3
2054,7
2055,9
2056,3
2057,1
2058,9
2059,4
2060,6
2061,8
2062,9
2063,1
2064,8
2065,8
2066,0
2067,5
2068,9
2069,9
2070,1
2071,2
2072,9
2073,3
2074,2
2075,7
2076,7
2077,9
2078,9
2079,7
2080,6
2081,5
2082,5
2083,4
2084,7
2085,9
2086,7
2087,7
2088,5
2089,5
2090,8
2091,3
2092,0
2093,8
2094,2
2095,7
2096,8
2097,4
2098,6
2099,4
2100,9
2101,4
2102,2
2103,5
2104,1
2105,9
2106,3
2107,5
2108,1
2109,0
2110,1
2111,2
2112,8
2113,2
2114,8
2115,7
2116,0
2117,3
2118,8
2119,5
2120,5
2121,3
2122,7
2123,8
2124,1
2125,2
2126,0
2127,7
2128,4
2129,5
2130,2
2131,6
2132,3
2133,1
2134,1
2135,9
2136,5
2137,6
2138,0
2139,8
2140,4
2141,6
2142,5
2143,5
2144,1
2145,2
2146,4
2147,1
2148,5
2149,7
2150,1
2151,2
2152,7
2153,5
2154,7
2155,9
2156,8
2157,0
2158,9
2159,2
2160,0
2161,0
2162,2
2163,8
2164,4
2165,4
2166,5
2167,1
2168,0
2169,1
2170,8
2171,9
2172,8
2173,9
2174,2
2175,1
2176,7
2177,6
2178,5
2179,4
2180,1
2181,2
2182,2
2183,8
2184,7
2185,8
2186,7
2187,1
2188,8
2189,6
2190,4
2191,8
2192,3
2193,8
2194,7
2195,7
2196,2
2197,0
2198,6
2199,7
2200,7
2201,4
2202,1
2203,7
2204,0
2205,0
2206,7
2207,2
2208,0
2209,1
2210,3
2211,3
2212,8
2213,7
2214,7
2215,3
2216,9
2217,4
2218,5
2219,5
2220,5
2221,6
2222,0
2223,0
2224,3
2225,9
2226,4
2227,4
2228,7
2229,3
2230,4
2231,5
2232,0
2233,4
2234,2
2235,1
2236,9
2237,3
2238,0
2239,4
2240,2
2241,9
2242,2
2243,3
2244,3
2245,6
2246,5
2247,9
2248,2
2249,6
2250,7
2251,2
2252,4
2253,9
2254,6
2255,8
2256,7
2257,1
2258,1
2259,0
2260,2
2261,1
2262,1
2263,9
2264,4
2265,0
2266,2
2267,2
2268,2
2269,4
2270,9
2271,3
2272,7
2273,0
2274,9
2275,3
2276,9
2277,4
2278,1
2279,0
2280,8
2281,7
2282,3
2283,6
2284,4
2285,9
2286,8
2287,7
2288,1
2289,4
2290,4
2291,0
2292,3
2293,6
2294,7
2295,8
2296,4
2297,3
2298,5
2299,9
2300,8
2301,0
2302,7
2303,6
2304,0
2305,8
2306,0
2307,2
2308,1
2309,2
2310,9
2311,1
2312,0
2313,8
2314,0
2315,7
2316,9
2317,4
2318,9
2319,0
2320,0
2321,0
2322,3
2323,1
2324,5
2325,3
2326,5
2327,3
2328,1
2329,6
2330,8
2331,2
2332,6
2333,1
2334,7
2335,2
2336,9
2337,2
2338,6
2339,0
2340,8
2341,4
2342,5
2343,6
2344,3
2345,6
2346,3
2347,5
2348,0
2349,8
2350,2
2351,8
2352,7
2353,8
2354,7
2355,8
2356,9
2357,3
2358,4
2359,0
2360,6
2361,4
2362,0
2363,7
2364,0
2365,8
2366,0
2367,2
2368,8
2369,2
2370,5
2371,0
2372,6
2373,0
2374,6
2375,3
2376,1
2377,4
2378,3
2379,7
2380,1
2381,9
2382,0
2383,5
2384,4
2385,0
2386,2
2387,6
2388,3
2389,0
2390,6
2391,9
2392,5
2393,1
2394,8
2395,4
2396,9
2397,2
2398,9
2399,6
2400,2
2401,3
2402,3
2403,3
2404,6
2405,7
2406,6
2407,9
2408,0
2409,9
2410,6
2411,6
2412,9
2413,5
2414,9
2415,2
2416,6
2417,9
2418,9
2419,2
2420,0
2421,0
2422,5
2423,1
2424,8
2425,4
2426,8
2427,5
2428,4
2429,3
2430,5
2431,7
2432,2
2433,0
2434,9
2435,9
2436,9
2437,1
2438,5
2439,2
2440,2
2441,0
2442,9
2443,4
2444,9
2445,8
2446,7
2447,0
2448,4
2449,9
2450,1
2451,5
2452,6
2453,5
2454,5
2455,2
2456,6
2457,2
2458,5
2459,2
2460,8
2461,9
2462,0
2463,6
2464,8
2465,0
2466,4
2467,8
2468,7
2469,9
2470,8
2471,1
2472,0
2473,5
2474,7
2475,0
2476,5
2477,6
2478,6
2479,3
2480,1
2481,5
2482,6
2483,1
2484,3
2485,9
2486,6
2487,2
2488,9
2489,5
2490,4
2491,7
2492,0
2493,9
2494,5
2495,6
2496,7
2497,2
2498,5
2499,6
2500,2
2501,8
2502,0
2503,8
2504,8
2505,1
2506,0
2507,4
2508,8
2509,1
2510,1
2511,3
2512,9
2513,4
2514,5
2515,8
2516,0
2517,4
2518,8
2519,8
2520,4
2521,6
2522,9
2523,5
2524,1
2525,0
2526,4
2527,0
2528,4
2529,1
2530,4
2531,1
2532,2
2533,9
2534,2
2535,7
2536,0
2537,0
2538,3
2539,3
2540,6
2541,8
2542,9
2543,3
2544,5
2545,8
2546,1
2547,8
2548,6
2549,7
2550,1
2551,9
2552,2
2553,0
2554,6
2555,2
2556,6
2557,4
2558,9
2559,8
2560,3
2561,5
2562,7
2563,0
2564,1
2565,0
2566,9
2567,9
2568,4
2569,8
2570,2
2571,5
2572,5
2573,3
2574,3
2575,3
2576,2
2577,0
2578,7
2579,2
2580,8
2581,8
2582,0
2583,1
2584,1
2585,9
2586,9
2587,5
2588,3
2589,8
2590,9
2591,7
2592,9
2593,4
2594,9
2595,9
2596,5
2597,9
2598,3
2599,9
2600,3
2601,5
2602,5
2603,7
2604,9
2605,6
2606,9
2607,2
2608,0
2609,0
2610,2
2611,9
2612,8
2613,5
2614,8
2615,2
2616,6
2617,6
2618,5
2619,8
2620,4
2621,8
2622,4
2623,6
2624,7
2625,8
2626,2
2627,7
2628,2
2629,1
2630,2
2631,4
2632,7
2633,7
2634,6
2635,6
2636,9
2637,3
2638,0
2639,6
2640,0
2641,0
2642,0
2643,2
2644,5
2645,2
2646,4
2647,2
2648,2
2649,4
2650,1
2651,5
2652,0
2653,7
2654,8
2655,2
2656,6
2657,9
2658,2
2659,1
2660,7
2661,8
2662,1
2663,0
2664,8
2665,2
2666,4
2667,5
2668,9
2669,5
2670,5
2671,6
2672,7
2673,7
2674,9
2675,4
2676,9
2677,0
2678,6
2679,1
2680,9
2681,3
2682,3
2683,5
2684,5
2685,5
2686,0
2687,3
2688,8
2689,5
2690,3
2691,6
2692,1
2693,9
2694,3
2695,3
2696,2
2697,8
2698,3
2699,7
2700,3
2701,5
2702,9
2703,7
2704,5
2705,8
2706,6
2707,4
2708,7
2709,5
2710,6
2711,8
2712,8
2713,8
2714,6
2715,1
2716,2
2717,1
2718,4
2719,4
2720,0
2721,6
2722,5
2723,4
2724,8
2725,6
2726,4
2727,7
2728,0
2729,6
2730,3
2731,0
2732,4
2733,2
2734,2
2735,7
2736,2
2737,5
2738,0
2739,7
2740,4
2741,9
2742,9
2743,7
2744,0
2745,8
2746,8
2747,9
2748,3
2749,4
2750,7
2751,5
2752,1
2753,3
2754,4
2755,3
2756,9
2757,7
2758,4
2759,5
2760,0
2761,6
2762,7
2763,2
2764,7
2765,5
2766,1
2767,1
2768,3
2769,2
2770,8
2771,5
2772,6
2773,5
2774,4
2775,2
2776,3
2777,5
2778,4
2779,3
2780,4
2781,7
2782,1
2783,1
2784,2
2785,7
2786,9
2787,9
2788,0
2789,6
2790,0
2791,3
2792,3
2793,6
2794,5
2795,5
2796,5
2797,2
2798,0
2799,2
2800,4
2801,7
2802,8
2803,5
2804,1
2805,1
2806,6
2807,2
2808,9
2809,7
2810,8
2811,3
2812,3
2813,2
2814,2
2815,2
2816,6
2817,5
2818,7
2819,1
2820,4
2821,2
2822,4
2823,0
2824,6
2825,1
2826,1
2827,6
2828,4
2829,0
2830,8
2831,4
2832,9
2833,2
2834,2
2835,1
2836,1
2837,7
2838,2
2839,0
2840,5
2841,2
2842,5
2843,2
2844,2
2845,0
2846,8
2847,3
2848,2
2849,4
2850,2
2851,3
2852,8
2853,5
2854,7
2855,9
2856,3
2857,1
2858,1
2859,2
2860,9
2861,7
2862,6
2863,5
2864,6
2865,3
2866,3
2867,6
2868,9
2869,1
2870,5
2871,0
2872,1
2873,6
2874,0
2875,9
2876,4
2877,6
2878,6
2879,5
2880,5
2881,6
2882,2
2883,8
2884,2
2885,2
2886,3
2887,0
2888,1
2889,7
2890,1
2891,7
2892,3
2893,0
2894,3
2895,6
2896,4
2897,3
2898,1
2899,5
2900,9
2901,9
2902,2
2903,6
2904,2
2905,1
2906,9
2907,6
2908,2
2909,2
2910,3
2911,7
2912,5
2913,1
2914,9
2915,0
2916,3
2917,5
2918,5
2919,4
2920,7
2921,3
2922,6
2923,8
2924,4
2925,5
2926,9
2927,5
2928,2
2929,8
2930,4
2931,7
2932,0
2933,8
2934,3
2935,2
2936,8
2937,5
2938,4
2939,6
2940,6
2941,5
2942,5
2943,1
2944,2
2945,4
2946,7
2947,0
2948,0
2949,2
2950,4
2951,6
2952,5
2953,9
2954,2
2955,8
2956,5
2957,5
2958,5
2959,8
2960,4
2961,0
2962,8
2963,4
2964,4
2965,6
2966,5
2967,3
2968,4
2969,7
2970,8
2971,4
2972,9
2973,2
2974,7
2975,9
2976,8
2977,5
2978,4
2979,5
2980,1
2981,7
2982,3
2983,9
2984,8
2985,2
2986,1
2987,0
2988,4
2989,0
2990,9
2991,2
2992,9
2993,4
2994,4
2995,5
2996,5
2997,8
